date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:26:20	88282/88282	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202023%2008:26:19%20GMT	https://www.californialogodesigns.com/	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/index.html	(from https://www.californialogodesigns.com/portfolio)
15:26:20	78914/78914	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202023%2008:26:19%20GMT	https://www.californialogodesigns.com/logo-design	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/logo-design.html	(from https://www.californialogodesigns.com/portfolio)
15:26:21	77577/77577	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202023%2008:26:20%20GMT	https://www.californialogodesigns.com/video-animation	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/video-animation.html	(from https://www.californialogodesigns.com/portfolio)
15:26:21	74307/74307	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202023%2008:26:20%20GMT	https://www.californialogodesigns.com/web-design-and-development	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/web-design-and-development.html	(from https://www.californialogodesigns.com/portfolio)
15:26:21	76854/76854	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202023%2008:26:21%20GMT	https://www.californialogodesigns.com/print	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/print.html	(from https://www.californialogodesigns.com/portfolio)
15:26:32	76965/76965	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202023%2008:26:31%20GMT	https://www.californialogodesigns.com/mobile-app	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/mobile-app.html	(from https://www.californialogodesigns.com/portfolio)
15:26:32	79044/79044	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202023%2008:26:32%20GMT	https://www.californialogodesigns.com/3d-logo-design	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/3d-logo-design.html	(from https://www.californialogodesigns.com/portfolio)
15:26:32	78383/78383	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202023%2008:26:32%20GMT	https://www.californialogodesigns.com/2d-logo-design	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/2d-logo-design.html	(from https://www.californialogodesigns.com/portfolio)
15:26:33	79170/79170	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202023%2008:26:32%20GMT	https://www.californialogodesigns.com/mascot-logo-design	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/mascot-logo-design.html	(from https://www.californialogodesigns.com/portfolio)
15:26:33	79386/79386	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202023%2008:26:33%20GMT	https://www.californialogodesigns.com/logo-illustration	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/logo-illustration.html	(from https://www.californialogodesigns.com/portfolio)
15:26:34	56052/56052	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202023%2008:26:34%20GMT	https://www.californialogodesigns.com/contact-us	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/contact-us.html	(from https://www.californialogodesigns.com/portfolio)
15:26:34	178028/178028	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202023%2008:26:33%20GMT	https://www.californialogodesigns.com/packages	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/packages.html	(from https://www.californialogodesigns.com/portfolio)
15:26:34	49681/49681	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202023%2008:26:34%20GMT	https://www.californialogodesigns.com/privacy	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/privacy.html	(from https://www.californialogodesigns.com/portfolio)
15:26:35	63824/63824	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202023%2008:26:34%20GMT	https://www.californialogodesigns.com/terms	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/terms.html	(from https://www.californialogodesigns.com/portfolio)
15:26:35	12062/12062	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Mar%202023%2019:42:35%20GMT	https://www.californialogodesigns.com/images/logo2.png	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/logo2.png	(from https://www.californialogodesigns.com/portfolio)
15:26:37	504049/504049	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Mar%202023%2019:42:44%20GMT	https://www.californialogodesigns.com/images/port-bnrimg2.png	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/port-bnrimg2.png	(from https://www.californialogodesigns.com/portfolio)
15:26:38	312085/312085	---M--	200	added ('OK')	image/gif	date:Fri,%2010%20Mar%202023%2018:10:52%20GMT	https://www.californialogodesigns.com/images/portfolio/2D-logo-design/2.gif	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/2D-logo-design/2.gif	(from https://www.californialogodesigns.com/portfolio)
15:26:38	39205/39205	---M--	200	added ('OK')	image/gif	date:Fri,%2010%20Mar%202023%2018:10:51%20GMT	https://www.californialogodesigns.com/images/portfolio/2D-logo-design/4.gif	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/2D-logo-design/4.gif	(from https://www.californialogodesigns.com/portfolio)
15:26:48	659345/659345	---M--	200	added ('OK')	image/gif	date:Fri,%2010%20Mar%202023%2018:22:07%20GMT	https://www.californialogodesigns.com/images/portfolio/2D-logo-design/11.gif	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/2D-logo-design/11.gif	(from https://www.californialogodesigns.com/portfolio)
15:26:48	1215030/1215030	---M--	200	added ('OK')	image/gif	date:Fri,%2010%20Mar%202023%2018:10:52%20GMT	https://www.californialogodesigns.com/images/portfolio/2D-logo-design/5.gif	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/2D-logo-design/5.gif	(from https://www.californialogodesigns.com/portfolio)
15:26:49	768867/768867	---M--	200	added ('OK')	image/gif	date:Fri,%2010%20Mar%202023%2018:10:51%20GMT	https://www.californialogodesigns.com/images/portfolio/2D-logo-design/6.gif	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/2D-logo-design/6.gif	(from https://www.californialogodesigns.com/portfolio)
15:26:57	807231/807231	---M--	200	added ('OK')	image/gif	date:Fri,%2010%20Mar%202023%2018:10:50%20GMT	https://www.californialogodesigns.com/images/portfolio/2D-logo-design/9.gif	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/2D-logo-design/9.gif	(from https://www.californialogodesigns.com/portfolio)
15:27:00	205395/205395	---M--	200	added ('OK')	image/gif	date:Fri,%2010%20Mar%202023%2018:10:49%20GMT	https://www.californialogodesigns.com/images/portfolio/2D-logo-design/10.gif	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/2D-logo-design/10.gif	(from https://www.californialogodesigns.com/portfolio)
15:27:00	797347/797347	---M--	200	added ('OK')	image/gif	date:Fri,%2010%20Mar%202023%2018:10:51%20GMT	https://www.californialogodesigns.com/images/portfolio/2D-logo-design/8.gif	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/2D-logo-design/8.gif	(from https://www.californialogodesigns.com/portfolio)
15:27:03	749446/749446	---M--	200	added ('OK')	image/gif	date:Fri,%2010%20Mar%202023%2018:10:49%20GMT	https://www.californialogodesigns.com/images/portfolio/2D-logo-design/7.gif	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/2D-logo-design/7.gif	(from https://www.californialogodesigns.com/portfolio)
15:27:22	80490/80490	---MCZ	200	added ('OK')	text/html	date:Mon,%2009%20Oct%202023%2008:26:33%20GMT	https://www.californialogodesigns.com/animated-logo-design	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/animated-logo-design.html	(from https://www.californialogodesigns.com/portfolio)
15:27:47	1433500/1433500	---M--	200	added ('OK')	image/gif	date:Fri,%2010%20Mar%202023%2018:35:31%20GMT	https://www.californialogodesigns.com/images/portfolio/3D-logo-design/3.gif	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/3D-logo-design/3.gif	(from https://www.californialogodesigns.com/portfolio)
15:28:21	5721879/5721879	---M--	200	added ('OK')	image/gif	date:Fri,%2010%20Mar%202023%2018:35:34%20GMT	https://www.californialogodesigns.com/images/portfolio/3D-logo-design/2.gif	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/3D-logo-design/2.gif	(from https://www.californialogodesigns.com/portfolio)
15:28:37	4619389/4619389	---M--	200	added ('OK')	image/gif	date:Fri,%2010%20Mar%202023%2018:35:34%20GMT	https://www.californialogodesigns.com/images/portfolio/3D-logo-design/5.gif	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/3D-logo-design/5.gif	(from https://www.californialogodesigns.com/portfolio)
15:31:04	5806936/5806936	---M--	200	added ('OK')	image/gif	date:Fri,%2010%20Mar%202023%2018:35:43%20GMT	https://www.californialogodesigns.com/images/portfolio/3D-logo-design/4.gif	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/3D-logo-design/4.gif	(from https://www.californialogodesigns.com/portfolio)
15:31:29	9334147/9334147	---M--	200	added ('OK')	image/gif	date:Fri,%2010%20Mar%202023%2018:35:40%20GMT	https://www.californialogodesigns.com/images/portfolio/3D-logo-design/6.gif	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/3D-logo-design/6.gif	(from https://www.californialogodesigns.com/portfolio)
15:31:56	11824813/11824813	---M--	200	added ('OK')	image/gif	date:Fri,%2010%20Mar%202023%2018:35:45%20GMT	https://www.californialogodesigns.com/images/portfolio/3D-logo-design/1.gif	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/3D-logo-design/1.gif	(from https://www.californialogodesigns.com/portfolio)
15:31:58	9201/9201	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Mar%202023%2019:15:12%20GMT	https://www.californialogodesigns.com/images/portfolio/iconic%20logo/1.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/iconic%20logo/1.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:00	10180/10180	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Mar%202023%2019:15:12%20GMT	https://www.californialogodesigns.com/images/portfolio/iconic%20logo/2.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/iconic%20logo/2.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:01	10521/10521	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Mar%202023%2019:15:13%20GMT	https://www.californialogodesigns.com/images/portfolio/iconic%20logo/3.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/iconic%20logo/3.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:03	15349/15349	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Mar%202023%2019:15:11%20GMT	https://www.californialogodesigns.com/images/portfolio/iconic%20logo/4.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/iconic%20logo/4.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:04	12968/12968	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Mar%202023%2019:15:11%20GMT	https://www.californialogodesigns.com/images/portfolio/iconic%20logo/5.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/iconic%20logo/5.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:06	15217/15217	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Mar%202023%2019:15:13%20GMT	https://www.californialogodesigns.com/images/portfolio/iconic%20logo/6.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/iconic%20logo/6.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:07	11787/11787	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Mar%202023%2019:15:11%20GMT	https://www.californialogodesigns.com/images/portfolio/iconic%20logo/7.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/iconic%20logo/7.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:09	9784/9784	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Mar%202023%2019:15:10%20GMT	https://www.californialogodesigns.com/images/portfolio/iconic%20logo/8.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/iconic%20logo/8.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:10	11071/11071	---M--	200	added ('OK')	image/jpeg	date:Fri,%2010%20Mar%202023%2019:15:10%20GMT	https://www.californialogodesigns.com/images/portfolio/iconic%20logo/9.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/iconic%20logo/9.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:15	116539/116539	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2015:05:14%20GMT	https://www.californialogodesigns.com/images/portfolio/mascot-logos/1.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/mascot-logos/1.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:22	11361956/11361956	---M--	200	added ('OK')	image/gif	date:Fri,%2010%20Mar%202023%2018:35:46%20GMT	https://www.californialogodesigns.com/images/portfolio/3D-logo-design/7.gif	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/3D-logo-design/7.gif	(from https://www.californialogodesigns.com/portfolio)
15:32:31	177180/177180	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2014:53:08%20GMT	https://www.californialogodesigns.com/images/portfolio/mascot-logos/2.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/mascot-logos/2.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:34	215942/215942	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2014:53:07%20GMT	https://www.californialogodesigns.com/images/portfolio/mascot-logos/3.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/mascot-logos/3.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:37	17235/17235	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Mar%202023%2015:00:11%20GMT	https://www.californialogodesigns.com/images/portfolio/mascot-logos/5.png	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/mascot-logos/5.png	(from https://www.californialogodesigns.com/portfolio)
15:32:38	277589/277589	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2014:53:06%20GMT	https://www.californialogodesigns.com/images/portfolio/mascot-logos/4.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/mascot-logos/4.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:38	13747/13747	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Mar%202023%2015:00:12%20GMT	https://www.californialogodesigns.com/images/portfolio/mascot-logos/6.png	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/mascot-logos/6.png	(from https://www.californialogodesigns.com/portfolio)
15:32:39	17746/17746	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2015:05:13%20GMT	https://www.californialogodesigns.com/images/portfolio/mascot-logos/8.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/mascot-logos/8.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:39	18773/18773	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2015:08:15%20GMT	https://www.californialogodesigns.com/images/portfolio/mascot-logos/7.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/mascot-logos/7.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:41	26905/26905	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2014:30:14%20GMT	https://www.californialogodesigns.com/images/portfolio/illustration-logos/1.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/illustration-logos/1.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:42	90891/90891	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2015:05:13%20GMT	https://www.californialogodesigns.com/images/portfolio/mascot-logos/9.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/mascot-logos/9.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:42	16509/16509	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2014:30:11%20GMT	https://www.californialogodesigns.com/images/portfolio/illustration-logos/2.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/illustration-logos/2.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:44	13310/13310	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2014:30:13%20GMT	https://www.californialogodesigns.com/images/portfolio/illustration-logos/4.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/illustration-logos/4.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:44	52308/52308	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2014:30:12%20GMT	https://www.californialogodesigns.com/images/portfolio/illustration-logos/3.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/illustration-logos/3.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:45	16642/16642	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2014:30:12%20GMT	https://www.californialogodesigns.com/images/portfolio/illustration-logos/5.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/illustration-logos/5.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:46	26933/26933	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2014:30:13%20GMT	https://www.californialogodesigns.com/images/portfolio/illustration-logos/6.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/illustration-logos/6.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:47	70717/70717	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2014:37:50%20GMT	https://www.californialogodesigns.com/images/portfolio/illustration-logos/7.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/illustration-logos/7.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:48	36084/36084	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2014:30:13%20GMT	https://www.californialogodesigns.com/images/portfolio/illustration-logos/8.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/illustration-logos/8.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:48	19025/19025	---M--	200	added ('OK')	image/jpeg	date:Tue,%2014%20Mar%202023%2014:30:14%20GMT	https://www.californialogodesigns.com/images/portfolio/illustration-logos/9.jpg	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/portfolio/illustration-logos/9.jpg	(from https://www.californialogodesigns.com/portfolio)
15:32:49	16556/16556	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Mar%202023%2015:50:53%20GMT	https://www.californialogodesigns.com/images/web-port/port-2.webp	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/web-port/port-2.webp	(from https://www.californialogodesigns.com/portfolio)
15:32:51	112753/112753	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Mar%202023%2015:50:52%20GMT	https://www.californialogodesigns.com/images/web-port/2.png	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/web-port/2.png	(from https://www.californialogodesigns.com/portfolio)
15:32:52	13834/13834	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Mar%202023%2015:50:54%20GMT	https://www.californialogodesigns.com/images/web-port/port-3.webp	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/web-port/port-3.webp	(from https://www.californialogodesigns.com/portfolio)
15:32:53	141059/141059	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Mar%202023%2015:50:54%20GMT	https://www.californialogodesigns.com/images/web-port/3.png	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/web-port/3.png	(from https://www.californialogodesigns.com/portfolio)
15:32:54	12774/12774	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Mar%202023%2015:50:54%20GMT	https://www.californialogodesigns.com/images/web-port/port-4.webp	C:/Users/Lenovo/Downloads/https___www.californialogodesigns.com_portfolio/www.californialogodesigns.com/images/web-port/port-4.webp	(from https://www.californialogodesigns.com/portfolio)
